id,parent_fen,move_san,name,type,branches,priority,tier,frequency
77993,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQK2R w KQkq -,Bxe4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],8,2,1.78
77995,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQK2R w KQkq -,Nxf7,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],10,2,0.83
77997,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQK2R w KQkq -,f4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],12,2,0.28
77999,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQK2R w KQkq -,Ng4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",blunder,[],14,6,2.15
78000,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,O-O,"페트로프 디펜스: 모던 어택, 센터 바리에이션",excellent,[],1,1,88.71
78001,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Nd7,"페트로프 디펜스: 모던 어택, 센터 바리에이션",okay,[],2,1,5.65
78002,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Bxe5,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],3,1,4.84
78004,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Qh4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",blunder,[],5,2,0.42
78005,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,c5,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],6,2,0.28
78006,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Nf6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],7,2,0.18
78009,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,h6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],10,2,0.13
78011,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Be6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],12,2,0.08
78012,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Qf6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],13,3,0.25
78013,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Qe7,"페트로프 디펜스: 모던 어택, 센터 바리에이션",blunder,[],14,4,0.21
78014,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Qg5,"페트로프 디펜스: 모던 어택, 센터 바리에이션",blunder,[],15,6,1.44
78015,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Rf8,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],16,6,0.72
78016,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 b kq -,Nxf2,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],17,6,0.72
78019,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,Nc3,"페트로프 디펜스: 모던 어택, 센터 바리에이션",excellent,[],3,1,9.7
78021,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,f3,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],5,1,0.3
78022,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,Qf3,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],6,1,0.3
78023,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,Qh5,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],7,2,1.88
78024,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,f4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",excellent,[],8,2,1.21
78025,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,Bxe4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",incorrect,[],9,2,0.89
78028,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,Nf3,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],12,2,0.31
78029,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,h3,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],13,2,0.22
78030,rnbq1rk1/ppp2ppp/3b4/3pN3/3Pn3/3B4/PPP2PPP/RNBQ1RK1 w - -,Qe2,"페트로프 디펜스: 모던 어택, 센터 바리에이션",inaccuracy,[],14,5,1.77
78031,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,Bxe5,"페트로프 디펜스: 모던 어택, 트리푸노비치 바리에이션",book,[],1,1,58.2
78032,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,c6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",okay,[],2,1,21.72
78033,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,c5,"페트로프 디펜스: 모던 어택, 센터 바리에이션",best,[],3,1,11.07
78037,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,f6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",incorrect,[],7,2,0.41
78038,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,Be6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",incorrect,[],8,2,0.32
78040,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,f5,"페트로프 디펜스: 모던 어택, 센터 바리에이션",okay,[],10,2,0.23
78041,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,Qh4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",blunder,[],11,2,0.1
78042,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,Re8,"페트로프 디펜스: 모던 어택, 센터 바리에이션",blunder,[],12,2,0.1
78043,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,h6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",incorrect,[],13,3,0.42
78044,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,dxc4,"페트로프 디펜스: 모던 어택, 센터 바리에이션",mistake,[],14,4,0.82
78045,rnbq1rk1/ppp2ppp/3b4/3pN3/2PPn3/3B4/PP3PPP/RNBQ1RK1 b - -,Qf6,"페트로프 디펜스: 모던 어택, 센터 바리에이션",incorrect,[],15,4,0.7
78047,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Bb5,루이 로페즈,book,[],1,1,65.8
78048,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Bc4,이탈리안 게임,book,[],2,1,18.24
78049,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,d4,스카치 게임,book,[],3,1,9.23
78050,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Nc3,쓰리 나이트 오프닝,book,[],4,1,5.71
78051,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,c3,폰지아니 오프닝,book,[],5,1,0.68
78052,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Be2,오픈 게임: 테일러 오프닝,book,[],6,1,0.12
78053,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,g3,킹즈 나이트 오프닝: 콘스탄티노폴스키,book,[],7,1,0.11
78054,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,d3,킹즈 나이트 오프닝: 노멀 바리에이션,inaccuracy,[],8,1,0.1
78055,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,c4,오픈 게임: 드레스덴 오프닝,book,[],9,1,0.01
78056,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,h3,킹즈 나이트 오프닝: 노멀 바리에이션,excellent,[],10,1,0.01
78057,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,a3,킹즈 나이트 오프닝: 노멀 바리에이션,okay,[],11,1,0.01
78058,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,b3,킹즈 나이트 오프닝: 노멀 바리에이션,inaccuracy,[],12,1,0.0
78059,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Nxe5,아일랜드 갬빗,book,[],13,2,0.03
78060,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Bd3,킹즈 나이트 오프닝: 노멀 바리에이션,okay,[],14,5,0.22
78061,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Bc5,오픈 게임: 드레스덴 오프닝,best,[],1,1,57.14
78062,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Nf6,오픈 게임: 드레스덴 오프닝,okay,[],2,1,19.05
78063,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,f5,오픈 게임: 드레스덴 오프닝,inaccuracy,[],3,1,9.52
78065,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,d6,오픈 게임: 드레스덴 오프닝,inaccuracy,[],5,1,4.76
78067,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Nge7,오픈 게임: 드레스덴 오프닝,inaccuracy,[],7,2,0.39
78068,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,a6,오픈 게임: 드레스덴 오프닝,inaccuracy,[],8,2,0.22
78069,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,h6,오픈 게임: 드레스덴 오프닝,inaccuracy,[],9,2,0.21
78071,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Bb4,오픈 게임: 드레스덴 오프닝,inaccuracy,[],11,2,0.17
78072,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,a5,오픈 게임: 드레스덴 오프닝,inaccuracy,[],12,2,0.14
78073,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,b6,오픈 게임: 드레스덴 오프닝,inaccuracy,[],13,3,0.32
78074,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,f6,오픈 게임: 드레스덴 오프닝,mistake,[],14,4,0.54
78075,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Qf6,오픈 게임: 드레스덴 오프닝,inaccuracy,[],15,5,0.6
78077,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Nb4,오픈 게임: 드레스덴 오프닝,blunder,[],17,6,0.62
78078,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,Nc3,오픈 게임: 드레스덴 오프닝,best,[],1,1,75.0
78079,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,Bd3,오픈 게임: 드레스덴 오프닝,inaccuracy,[],2,1,25.0
78080,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,d3,오픈 게임: 드레스덴 오프닝,okay,[],3,2,27.86
78081,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,d4,오픈 게임: 드레스덴 오프닝,blunder,[],4,2,0.62
78082,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,Nxe5,드레스덴 오프닝: 더 고블린,book,[],5,2,0.24
78085,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,a3,오픈 게임: 드레스덴 오프닝,blunder,[],8,2,0.1
78086,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,Qc2,오픈 게임: 드레스덴 오프닝,blunder,[],9,2,0.07
78088,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,Qe2,오픈 게임: 드레스덴 오프닝,mistake,[],11,2,0.05
78090,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,g3,오픈 게임: 드레스덴 오프닝,blunder,[],13,3,0.14
78091,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,b4,오픈 게임: 드레스덴 오프닝,mistake,[],14,3,0.03
78092,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,c5,오픈 게임: 드레스덴 오프닝,mistake,[],15,4,0.39
78093,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,Qa4,오픈 게임: 드레스덴 오프닝,mistake,[],16,6,0.94
78094,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Nxe5,아일랜드 갬빗,critical,[],1,1,100.0
78098,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,f5,아일랜드 갬빗,incorrect,[],5,2,0.24
78099,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Nd4,아일랜드 갬빗,incorrect,[],6,2,0.2
78101,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Nce7,아일랜드 갬빗,incorrect,[],8,2,0.04
78102,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Qh4,아일랜드 갬빗,critical,[],9,2,0.04
78103,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Qf6,아일랜드 갬빗,incorrect,[],10,2,0.04
78104,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Nb8,아일랜드 갬빗,incorrect,[],11,2,0.04
78105,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Nb4,아일랜드 갬빗,incorrect,[],12,2,0.04
78106,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Qe7,아일랜드 갬빗,critical,[],13,3,0.21
78107,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,d5,아일랜드 갬빗,incorrect,[],14,3,0.05
78110,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,h6,아일랜드 갬빗,incorrect,[],17,4,0.06
78112,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Qg5,아일랜드 갬빗,incorrect,[],19,4,0.05
78114,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,d4,오픈 게임: 슐체-뮐러 갬빗,book,[],1,1,100.0
78115,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,f4,아일랜드 갬빗,mistake,[],2,2,0.97
78116,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Nc3,아일랜드 갬빗,mistake,[],3,2,0.47
78117,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Bb5,아일랜드 갬빗,mistake,[],4,2,0.3
78118,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Qf3,아일랜드 갬빗,blunder,[],5,2,0.13
78119,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,d3,아일랜드 갬빗,incorrect,[],6,2,0.13
78120,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Qg4,아일랜드 갬빗,blunder,[],7,2,0.13
78121,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Qh5,아일랜드 갬빗,mistake,[],8,2,0.13
78123,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Be2,아일랜드 갬빗,mistake,[],10,2,0.04
78124,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,g3,아일랜드 갬빗,mistake,[],11,2,0.04
78127,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Qe2,아일랜드 갬빗,mistake,[],14,4,0.79
78128,r1bqkbnr/pppp1ppp/8/4n3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,f3,아일랜드 갬빗,mistake,[],15,4,0.51
78129,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,Nf6,오픈 게임: 테일러 오프닝,best,[],1,1,81.75
78130,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,g6,오픈 게임: 테일러 오프닝,okay,[],2,1,10.22
78131,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,d6,오픈 게임: 테일러 오프닝,incorrect,[],3,1,3.28
78132,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,f5,오픈 게임: 테일러 오프닝,incorrect,[],4,1,2.19
78135,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,Be7,오픈 게임: 테일러 오프닝,incorrect,[],7,1,0.36
78136,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,d5,오픈 게임: 테일러 오프닝,incorrect,[],8,2,1.34
78137,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,a6,오픈 게임: 테일러 오프닝,incorrect,[],9,2,0.23
78138,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,h6,오픈 게임: 테일러 오프닝,incorrect,[],10,2,0.11
78139,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,b6,오픈 게임: 테일러 오프닝,incorrect,[],11,2,0.08
78140,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,Qf6,오픈 게임: 테일러 오프닝,incorrect,[],12,2,0.07
78142,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,Bb4,오픈 게임: 테일러 오프닝,incorrect,[],14,3,0.24
78143,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,f6,오픈 게임: 테일러 오프닝,incorrect,[],15,5,0.98
78144,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -,Bd6,오픈 게임: 테일러 오프닝,okay,[],16,6,0.83
78145,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,d3,오픈 게임: 테일러 오프닝,best,[],1,1,92.0
78147,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,d4,오픈 게임: 테일러 오프닝,book,[],3,1,1.78
78148,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,O-O,오픈 게임: 테일러 오프닝,okay,[],4,2,2.76
78149,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,c3,오픈 게임: 테일러 오프닝,mistake,[],5,2,0.3
78150,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,Bb5,오픈 게임: 테일러 오프닝,okay,[],6,2,0.09
78151,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,Bd3,오픈 게임: 테일러 오프닝,mistake,[],7,2,0.07
78152,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,Bc4,오픈 게임: 테일러 오프닝,blunder,[],8,2,0.05
78153,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,h3,오픈 게임: 테일러 오프닝,mistake,[],9,2,0.03
78154,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,Nxe5,오픈 게임: 테일러 오프닝,mistake,[],10,2,0.02
78155,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,c4,오픈 게임: 테일러 오프닝,blunder,[],11,2,0.01
78156,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,Ng5,오픈 게임: 테일러 오프닝,blunder,[],12,2,0.01
78157,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,b3,오픈 게임: 테일러 오프닝,blunder,[],13,3,0.08
78158,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq -,a3,오픈 게임: 테일러 오프닝,blunder,[],14,4,0.16
78159,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,exd4,오픈 게임: 테일러 오프닝,excellent,[],1,1,100.0
78160,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,Nxe4,오픈 게임: 테일러 오프닝,inaccuracy,[],2,2,15.67
78161,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,d6,오픈 게임: 테일러 오프닝,mistake,[],3,2,5.98
78162,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,d5,오픈 게임: 테일러 오프닝,inaccuracy,[],4,2,2.56
78163,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,Nxd4,오픈 게임: 테일러 오프닝,blunder,[],5,2,2.28
78166,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,Bb4+,오픈 게임: 테일러 오프닝,blunder,[],8,3,0.5
78167,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,Be7,오픈 게임: 테일러 오프닝,blunder,[],9,3,0.47
78168,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,Qe7,오픈 게임: 테일러 오프닝,blunder,[],10,3,0.18
78169,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,h6,오픈 게임: 테일러 오프닝,mistake,[],11,3,0.04
78170,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,g6,오픈 게임: 테일러 오프닝,blunder,[],12,4,0.09
78171,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -,Ng4,오픈 게임: 테일러 오프닝,blunder,[],13,6,0.44
78172,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/5N2/PPP1BPPP/RNBQK2R w KQkq -,e5,"오픈 게임: 테일러 오프닝, 바스만 갬빗",book,[],1,1,100.0
78173,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/5N2/PPP1BPPP/RNBQK2R w KQkq -,Nxd4,오픈 게임: 테일러 오프닝,inaccuracy,[],2,2,4.49
78174,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/5N2/PPP1BPPP/RNBQK2R w KQkq -,c3,오픈 게임: 테일러 오프닝,blunder,[],3,2,0.75
78175,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/5N2/PPP1BPPP/RNBQK2R w KQkq -,Bg5,오픈 게임: 테일러 오프닝,blunder,[],4,2,0.75
78176,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/5N2/PPP1BPPP/RNBQK2R w KQkq -,O-O,오픈 게임: 테일러 오프닝,mistake,[],5,2,0.37
